id,lon,lat
410500,114.352482,36.103442
410600,114.295444,35.748236
410700,113.883991,35.302616
410800,113.238266,35.23904
410900,115.041299,35.768234
411000,113.826063,34.022956
411100,114.026405,33.575855
411200,111.194099,34.777338
411300,112.540918,32.999082
411400,115.650497,34.437054
411500,114.075031,32.123274
411600,114.649653,33.620357
411700,114.024736,32.980169
420100,114.298572,30.584355
420200,115.077048,30.220074
420300,110.785239,32.647017
420500,111.290843,30.702636
420600,112.144146,32.042426
420700,114.890593,30.396536
420800,112.204251,31.03542
420900,113.926655,30.926423
421000,112.23813,30.326857
421100,114.879365,30.447711
421200,114.328963,29.832798
421300,113.37377,31.717497
430100,112.982279,28.19409
430200,113.151737,27.835806
430300,112.925083,27.846725
430400,112.607693,26.900358
430500,111.46923,27.237842
430600,113.132855,29.37029
430700,111.691347,29.040225
430800,110.479921,29.127401
430900,112.355042,28.570066
431000,113.032067,25.793589
431100,111.608019,26.434516
431200,109.97824,27.550082
431300,112.008497,27.728136
440100,113.280637,23.125178
440200,113.591544,24.801322
440300,114.085947,22.547
440400,113.552724,22.255899
440500,116.708463,23.37102
440600,113.122717,23.028762
440700,113.094942,22.590431
440800,110.405529,21.195338
440900,110.919229,21.659751
441200,112.472529,23.051546
441300,114.412599,23.079404
441400,116.117582,24.299112
441500,115.364238,22.774485
441600,114.697802,23.746266
441700,111.975107,21.859222
441800,113.036779,23.704188
441900,113.760234,23.048884
442000,113.382391,22.521113
445100,116.632301,23.661701
445200,116.355733,23.543778
445300,112.044439,22.929801
450100,108.320004,22.82402
450200,109.411703,24.314617
450300,110.299121,25.274215
450400,111.316229,23.472309
450500,109.119254,21.473343
450600,108.345478,21.614631
450700,108.624175,21.967127
450800,109.602146,23.0936
450900,110.154393,22.63136
451000,106.616285,23.897742
451100,111.552056,24.414141
451200,108.062105,24.695899
451300,109.229772,23.733766
451400,107.353926,22.404108
460100,110.33119,20.031971
460200,109.508268,18.247872
500000,106.504962,29.533155
510100,104.065735,30.659462
510300,104.773447,29.352765
510400,101.716007,26.580446
510500,105.443348,28.889138
510600,104.398651,31.127991
510700,104.741722,31.46402
510800,105.829757,32.433668
510900,105.571331,30.513311
511000,105.066138,29.58708
511100,103.761263,29.582024
511300,106.082974,30.795281
511400,103.831788,30.048318
511500,104.630825,28.760189
511600,106.633369,30.456398
511700,107.502262,31.209484
511800,103.001033,29.987722
511900,106.753669,31.858809
512000,104.641917,30.122211
520100,106.713478,26.578343
520200,104.846743,26.584643
520300,106.937265,27.706626
520400,105.932188,26.245544
530100,102.712251,25.040609
530300,103.797851,25.501557
530400,102.543907,24.350461
530500,99.167133,25.111802
530600,103.717216,27.336999
530700,100.233026,26.872108
530800,100.972344,22.777321
530900,100.08697,23.886567
540100,91.132212,29.660361
610100,108.948024,34.263161
610200,108.963122,34.90892
610300,107.14487,34.369315
610400,108.705117,34.333439
610500,109.502882,34.499381
610600,109.49081,36.596537
610700,107.028621,33.077668
610800,109.741193,38.290162
610900,109.029273,32.6903
611000,109.939776,33.868319
620100,103.823557,36.058039
620200,98.277304,39.786529
620300,102.187888,38.514238
620400,104.173606,36.54568
620500,105.724998,34.578529
620600,102.634697,37.929996
620700,100.455472,38.932897
620800,106.684691,35.54279
620900,98.510795,39.744023
621000,107.638372,35.734218
621100,104.626294,35.579578
621200,104.929379,33.388598
630100,101.778916,36.623178
640100,106.278179,38.46637
640200,106.376173,39.01333
640300,106.199409,37.986165
640400,106.285241,36.004561
650100,87.617733,43.792818
650200,84.873946,45.595886
